Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
S01008527,Colinton Mains and Firrhill,City of Edinburgh,753,513,0.08,60,0.05,25,50,116,36,79,0.14,0.03,74,0.85,5.9,59,0.04,0.13,1.2,1.3,0.8,1.5,6.7,3.3,4.7,2.9,16.1,23,306,99,17,0.14,0.02
S01008528,Colinton Mains and Firrhill,City of Edinburgh,738,463,0.07,55,0.08,35,70,60,127,83,0.13,0.07,80,0.9,5.9,72,0.02,0.13,2.1,2.2,1.9,2.4,6.9,4.1,6.3,5.5,16.8,13,176,81,16,0.11,0.02
S01008529,Oxgangs,City of Edinburgh,724,490,0.09,70,0.09,45,85,33,0,84,0.17,0.04,95,0.91,5.8,65,0.02,0.12,2.1,1.4,1.8,2.1,6.6,4.4,4.5,5.9,14.3,8,111,80,33,0.11,0.05
S01008530,Oxgangs,City of Edinburgh,726,463,0.27,195,0.25,115,160,221,616,141,0.23,0.08,107,0.82,5.2,130,0.18,0.03,2.2,1.4,1.3,1.7,5.7,4.2,3.8,4.2,12.1,59,813,150,26,0.21,0.04
S01008531,Oxgangs,City of Edinburgh,763,475,0.18,140,0.17,80,120,157,181,100,0.2,0,110,0.81,5.2,138,0.1,0.04,2.6,2.2,2,2.5,5.7,4.7,5.2,7,12.4,31,406,111,19,0.15,0.03
S01008532,Oxgangs,City of Edinburgh,465,265,0.16,70,0.13,35,100,102,0,58,0.14,0,93,0.86,4.9,112,0.15,0.06,2.8,1.2,1,1.1,6.3,4.7,3.7,3,15,15,323,37,14,0.08,0.03
S01008533,Comiston and Swanston,City of Edinburgh,465,338,0.04,20,0.04,10,65,49,0,115,0.12,0.05,107,0.81,5.8,79,0.03,0.05,2.1,1.4,2.2,2.8,6.7,5.2,5.2,7.1,15.8,18,387,37,1,0.07,0
S01008534,Comiston and Swanston,City of Edinburgh,735,498,0.01,5,0.01,5,30,28,0,41,0.1,0.02,50,0.87,5.4,29,0.03,0.08,1.5,2.3,3.1,2.7,6.2,5.6,10.3,12.2,21.1,11,150,29,0,0.04,0
S01008535,Comiston and Swanston,City of Edinburgh,714,446,0.02,15,0.04,15,55,38,51,40,0.13,0,57,0.99,5.9,29,0.04,0.16,2.8,1.9,2.7,3.1,5.7,5.6,5.8,7.8,16.8,16,224,15,2,0.02,0
S01008536,Comiston and Swanston,City of Edinburgh,574,308,0.01,10,0.04,10,40,25,117,53,0.13,0,58,0.93,5.8,34,0.03,0.23,2.7,1.4,1.8,2,5.8,5.3,4.9,6.4,14.9,15,261,6,8,0.01,0.01
S01008537,Comiston and Swanston,City of Edinburgh,638,351,0,5,0.01,5,20,21,0,54,0.12,0,55,0.95,6.5,20,0,0.4,2.7,2.3,3.1,3.3,5.6,6.2,7.9,9.8,19,11,172,15,6,0.02,0.01
S01008538,Comiston and Swanston,City of Edinburgh,566,302,0.01,5,0.01,5,30,8,77,40,0.14,0,57,0.97,6.5,17,0,0.33,3,1.7,2,3.2,5.7,6.3,5,6.6,12.6,5,88,6,9,0.01,0.02
S01008539,Comiston and Swanston,City of Edinburgh,817,505,0.02,15,0.02,10,25,38,0,69,0.13,0.05,50,0.92,6.1,12,0.01,0.3,2.8,1.5,1.3,3.4,5.6,6.2,5.9,5.6,11.9,16,196,14,14,0.02,0.02
S01008540,Comiston and Swanston,City of Edinburgh,881,514,0.01,15,0.03,15,30,10,0,78,0.12,0.04,55,0.91,6.2,21,0.01,0.32,2,1.7,1.3,2.7,4.7,6.1,5.7,5.4,10.1,18,204,12,9,0.01,0.01
S01008541,Fairmilehead,City of Edinburgh,875,505,0.01,10,0.01,10,20,86,0,55,0.11,0.03,53,0.96,6,19,0.03,0.2,3.3,2.1,1.8,3.1,6,8,8.1,7,13.6,10,114,28,5,0.03,0.01
S01008542,Fairmilehead,City of Edinburgh,1078,658,0.02,20,0.03,15,30,25,66,77,0.1,0.03,61,0.94,6,29,0.03,0.19,3.5,1.8,1.9,2.3,6.1,7.8,7.6,8.2,14,13,121,40,10,0.04,0.01
S01008543,Fairmilehead,City of Edinburgh,752,469,0.02,15,0.01,5,25,52,0,43,0.1,0,53,0.96,6.3,33,0.01,0.17,4.2,2.6,2.7,1.2,6.9,8.8,11.2,11.9,17.9,3,40,16,4,0.02,0.01
S01008544,Fairmilehead,City of Edinburgh,642,451,0.01,5,0.01,5,15,7,0,74,0.07,0,46,0.95,6.1,11,0.01,0.3,5,4.2,4.3,3.9,7.4,8.2,15,15.4,22.3,4,62,21,12,0.03,0.02
S01008545,Fairmilehead,City of Edinburgh,889,544,0.01,10,0.01,5,20,5,0,54,0.11,0,56,0.93,6.6,23,0.01,0.3,3.6,3,3.1,5,6.3,7,7.6,7.8,15,8,90,34,3,0.04,0
S01008546,Fairmilehead,City of Edinburgh,788,460,0,5,0.01,5,20,37,0,49,0.13,0,52,0.98,6.5,17,0.02,0.26,3,2.9,3.1,4.4,5.8,6.9,8.7,9.6,16.7,19,241,13,1,0.02,0
S01008547,Gilmerton South and the Murrays,City of Edinburgh,1027,737,0.05,50,0.04,30,55,43,0,58,0.13,0,88,0.8,5.7,68,0,0.09,5.2,3.7,3.7,3.7,5.3,3.9,15.1,15.3,15,13,127,65,7,0.06,0.01
S01008548,Gilmerton South and the Murrays,City of Edinburgh,858,600,0.08,65,0.06,35,70,6,0,67,0.14,0,102,0.85,5.7,88,0.07,0.11,4.5,3.4,3,3.3,3.9,4.6,12.2,11.9,11.8,15,175,65,6,0.08,0.01
S01008549,Gilmerton South and the Murrays,City of Edinburgh,925,617,0.09,80,0.08,50,80,33,93,78,0.16,0,88,0.86,5.3,82,0.07,0.05,3.6,2.5,1.9,2.9,2.9,5,8.3,6.8,7.8,32,346,112,23,0.12,0.02
S01008550,Mortonhall and Anwickhill,City of Edinburgh,789,536,0.03,20,0.03,15,35,17,0,60,0.12,0.06,69,0.93,5.8,51,0.06,0.17,2.6,3.1,3.7,4.9,6.8,6,13.2,13.9,19.1,17,216,49,19,0.06,0.02
S01008551,Mortonhall and Anwickhill,City of Edinburgh,935,600,0.07,65,0.05,30,60,37,67,65,0.15,0,79,0.86,5.4,52,0.06,0.05,1.6,2.1,2.7,4.3,5.8,5.4,8.7,9.5,14.5,19,203,104,17,0.11,0.02
S01008552,Mortonhall and Anwickhill,City of Edinburgh,877,542,0.03,30,0.05,25,45,26,0,54,0.15,0,70,0.8,5.7,47,0.01,0.09,2.7,3.1,2.6,3.4,5.1,4.8,9.1,8.1,13,20,228,43,12,0.05,0.01
S01008553,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,531,320,0.13,70,0.12,40,105,58,65,113,0.18,0.07,104,0.74,4.6,84,0.09,0.06,2.1,1.9,1.2,2.1,4,3.6,6.7,4.5,10.4,57,1074,69,7,0.13,0.01
S01008554,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1071,675,0.27,285,0.2,135,165,177,112,148,0.18,0.03,137,0.7,4.4,190,0.11,0.04,2.8,2.7,1.9,2.8,3.6,4.3,9.7,7.7,11.2,49,458,288,14,0.26,0.01
S01008555,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1041,691,0.26,275,0.21,145,175,261,170,128,0.17,0.08,137,0.7,4.8,169,0.14,0.02,3.2,2,1.3,2.2,4.8,3.4,7.8,4.5,11.9,44,423,235,23,0.23,0.02
S01008556,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,778,474,0.26,200,0.24,115,170,149,332,111,0.18,0.06,134,0.67,4.6,137,0.28,0.02,1.9,1.4,2.2,1.4,5.3,3.8,5.4,8.1,13.3,42,540,149,13,0.19,0.02
S01008557,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,1230,754,0.23,285,0.17,125,145,232,264,150,0.16,0.05,155,0.68,4.7,168,0.1,0.05,2.3,1.7,2.1,1.7,4.7,2.9,6.2,8,12.3,95,773,141,28,0.15,0.03
S01008558,"Gracemount, Southhouse and Burdiehouse",City of Edinburgh,884,535,0.2,180,0.16,90,150,206,216,110,0.2,0.1,131,0.68,4.7,124,0.08,0.03,2.1,1.7,2,2.5,5.4,3.4,6.6,7.1,14.9,66,747,173,36,0.19,0.04
S01008559,Hyvots and Gilmerton,City of Edinburgh,717,422,0.14,105,0.13,55,140,126,134,99,0.19,0.07,121,0.71,5,164,0.08,0.05,4,2.7,2.7,2.7,3.7,2.8,7.2,7.5,8.1,27,377,150,20,0.21,0.03
S01008560,Hyvots and Gilmerton,City of Edinburgh,651,399,0.2,130,0.17,65,145,182,124,95,0.19,0.06,113,0.62,5,152,0.07,0.06,3.7,2.5,2.6,2.4,3.1,2.6,7.2,7.7,7.4,20,307,123,11,0.18,0.02
S01008561,Hyvots and Gilmerton,City of Edinburgh,705,442,0.13,90,0.09,40,100,144,347,102,0.16,0.03,101,0.68,4.9,134,0.05,0.04,3.4,2.8,3.2,2.7,3.6,3.2,8.4,9.7,9.2,24,341,136,16,0.2,0.02
S01008562,Hyvots and Gilmerton,City of Edinburgh,879,507,0.23,205,0.24,120,185,239,232,126,0.2,0.03,174,0.77,5,144,0.09,0.05,3.3,2.6,2.7,1.7,3,3.5,8.2,8.8,7.9,33,376,122,9,0.18,0.01
S01008563,Hyvots and Gilmerton,City of Edinburgh,842,547,0.22,185,0.17,95,135,157,136,113,0.21,0.05,146,0.73,5.1,139,0.11,0.02,2.6,1.7,1.5,1.3,2.1,3.4,5,5.2,4.5,41,487,141,17,0.18,0.02
S01008564,Fernieside and Moredun South,City of Edinburgh,622,383,0.11,70,0.13,50,125,54,47,87,0.23,0.12,139,0.7,5.4,121,0.03,0.04,2.7,1.4,1.4,2,1.9,4.4,5.3,4.8,5.5,15,241,67,15,0.11,0.03
S01008565,Fernieside and Moredun South,City of Edinburgh,896,543,0.23,210,0.2,110,160,144,345,125,0.23,0.05,131,0.66,4.9,142,0.13,0.04,2.8,1.3,2,2,2.2,4.7,4.3,6.4,6.3,58,648,149,7,0.16,0.01
S01008566,Fernieside and Moredun South,City of Edinburgh,1079,673,0.16,175,0.13,90,135,326,187,157,0.2,0.02,121,0.6,4.7,158,0.1,0.04,3.5,2.6,2,2.1,3.3,5.5,9.3,7.3,10,54,501,244,15,0.23,0.01
S01008567,Fernieside and Moredun South,City of Edinburgh,759,491,0.16,120,0.13,65,140,47,165,114,0.2,0.05,111,0.68,5.2,124,0.09,0.02,3,3.2,1.4,1.4,3.7,5.4,11.7,4.9,11.7,31,409,142,3,0.19,0
S01008568,Fernieside and Moredun South,City of Edinburgh,808,545,0.09,75,0.07,35,75,45,0,79,0.15,0.07,86,0.74,5.2,85,0.07,0.13,4,3.6,2.8,3,4.7,5.7,9.9,9.4,10.2,37,458,78,12,0.1,0.02
S01008569,Moredun and Craigour,City of Edinburgh,706,517,0.39,270,0.39,200,260,258,572,95,0.25,0.06,144,0.59,4.9,194,0.26,0.01,3.4,3.3,2.3,2.5,4.8,5.1,8.3,7.7,8.6,79,1120,167,14,0.26,0.02
S01008570,Moredun and Craigour,City of Edinburgh,963,618,0.29,275,0.24,150,175,149,522,143,0.22,0.02,135,0.65,4.9,182,0.18,0.03,2.6,3,1.6,1.8,4,5,8.3,4.3,8.7,65,675,247,24,0.26,0.02
S01008571,Moredun and Craigour,City of Edinburgh,668,387,0.15,100,0.14,55,120,90,202,84,0.18,0,111,0.69,4.4,99,0.07,0.1,2.2,2.2,1.8,2,3.2,4.7,7.8,6,8.5,63,944,54,1,0.08,0
S01008572,Moredun and Craigour,City of Edinburgh,898,510,0.11,100,0.12,60,115,28,0,186,0.21,0.07,85,0.78,5.1,126,0.05,0.08,2.1,1.9,2.5,2.4,3.4,3.9,6.1,7.6,7.6,13,145,63,10,0.08,0.01
S01008573,Liberton East,City of Edinburgh,896,562,0.07,60,0.04,25,65,63,0,136,0.17,0.04,78,0.86,5.5,74,0.04,0.15,2.4,2.4,3.1,3.3,3.5,4.6,8.1,9.8,8.9,27,301,50,1,0.06,0
S01008574,Liberton East,City of Edinburgh,738,528,0.04,30,0.03,15,60,13,35,411,0.11,0,89,0.84,5.9,47,0.03,0.14,3.6,3,3,2.3,4.6,2.5,12.5,12.4,14.5,20,271,35,4,0.05,0.01
S01008575,Liberton East,City of Edinburgh,801,534,0.01,10,0.02,10,35,24,0,79,0.11,0,51,0.89,5.8,47,0.01,0.17,3.1,2.5,2.7,2.9,5.1,3.3,10.4,10.6,14.5,26,325,28,3,0.03,0
S01008576,Liberton East,City of Edinburgh,837,515,0.05,40,0.07,40,60,73,146,44,0.14,0.04,64,0.91,6.1,50,0.03,0.12,2.6,1.5,2.7,2.9,4.1,2.6,5.2,8.6,9.4,17,203,53,13,0.06,0.02
S01008577,Liberton West and Braid Hills,City of Edinburgh,889,485,0.09,75,0.06,30,80,89,0,176,0.21,0.04,88,0.86,5.8,44,0.04,0.15,1.9,1.4,1.1,2.9,5,3.5,5,4.2,11.6,25,281,22,1,0.03,0
S01008578,Liberton West and Braid Hills,City of Edinburgh,824,459,0.03,20,0.02,10,50,54,0,113,0.18,0,58,0.94,6,16,0,0.14,2.3,1.8,1.3,2.7,4.5,4.3,4.7,3.4,10.4,19,231,13,8,0.02,0.01
S01008579,Liberton West and Braid Hills,City of Edinburgh,749,384,0.05,40,0.07,30,75,25,0,167,0.2,0,66,0.89,6.3,46,0.06,0.22,2.7,2.4,2,3.4,5.1,5,9.5,8.5,15.1,21,281,31,10,0.05,0.02
S01008580,Liberton West and Braid Hills,City of Edinburgh,565,366,0.08,45,0.05,20,75,17,0,71,0.12,0,79,0.85,4.4,60,0.06,0.09,2.5,2.2,2.7,1.5,4.3,4.9,7.2,9.8,12,8,142,54,16,0.1,0.03
S01008581,The Inch,City of Edinburgh,843,560,0.22,185,0.19,105,150,207,159,106,0.23,0.03,124,0.8,5.6,129,0.04,0.05,3.1,2.6,2.7,2,4.6,4.9,8.3,10.9,12.7,14,166,155,26,0.17,0.03
S01008582,The Inch,City of Edinburgh,1018,686,0.18,185,0.16,110,120,161,416,131,0.18,0.02,112,0.68,5.2,132,0.09,0.09,3,2,2.1,2.1,4.6,4.1,7.4,8.7,11.3,42,413,124,23,0.12,0.02
S01008583,The Inch,City of Edinburgh,698,420,0.15,105,0.11,50,115,145,163,72,0.18,0.03,108,0.86,5.1,82,0.02,0.05,2.9,2,1.8,1.9,4.4,4.6,6.4,5.7,10,30,430,133,10,0.19,0.01
S01008584,The Inch,City of Edinburgh,850,538,0.15,130,0.11,55,100,90,0,85,0.14,0.03,102,0.72,4.9,87,0.03,0.03,3.7,2.5,2.2,2.7,4.4,5.4,9.3,7.2,10.9,14,165,141,18,0.16,0.02
S01008585,The Inch,City of Edinburgh,596,395,0.2,120,0.14,55,115,61,383,115,0.16,0.07,103,0.68,4.7,106,0.21,0.06,3.4,3,1.5,2.7,3.9,5.6,9.8,4.3,10.2,17,285,106,13,0.18,0.02
S01008586,The Inch,City of Edinburgh,836,507,0.15,130,0.12,60,125,106,113,117,0.18,0.03,127,0.77,4.9,138,0.13,0.05,3.2,2.2,1.7,2.2,4.4,5.5,7,5.5,12.3,25,299,176,26,0.22,0.03
S01008587,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1006,677,0.06,60,0.02,15,65,31,0,137,0.14,0,77,0.89,6.5,40,0,0.07,1.7,2.2,2.7,2,3.1,5.7,6.5,7.4,8.2,49,487,35,6,0.05,0.01
S01008588,"Blackford, West Mains and Mayfield Road",City of Edinburgh,845,523,0.02,20,0.03,15,35,19,0,74,0.1,0.05,66,0.94,5.8,21,0.01,0.16,2.9,2.9,0.9,4,3.2,5.4,8.6,3.4,8.8,16,189,53,6,0.07,0.01
S01008589,"Blackford, West Mains and Mayfield Road",City of Edinburgh,398,220,0.06,25,0.03,5,65,101,0,68,0.13,0,66,0.95,6.4,55,0.03,0.32,2.8,3.5,1.9,3.8,3.9,6.1,9.6,5.9,10.3,13,327,10,1,0.03,0
S01008590,"Blackford, West Mains and Mayfield Road",City of Edinburgh,805,473,0.03,25,0.03,15,50,21,0,66,0.1,0,63,0.93,5.8,26,0.03,0.11,2.2,3.2,1.6,4.1,4.1,5.9,10,4.7,10.1,8,99,41,11,0.05,0.01
S01008591,"Blackford, West Mains and Mayfield Road",City of Edinburgh,863,610,0.04,40,0.05,30,50,175,247,56,0.11,0,65,0.92,6,43,0,0.16,1.7,2.7,2.1,3.4,3.8,6.3,9.5,6.4,9.6,13,151,64,9,0.08,0.01
S01008592,"Blackford, West Mains and Mayfield Road",City of Edinburgh,833,576,0.08,70,0.08,45,80,64,30,98,0.13,0,87,0.84,5.2,54,0.03,0.09,2.6,3.6,2.5,3.7,4,6.7,10.6,7.1,9.6,53,637,106,12,0.14,0.02
S01008593,"Blackford, West Mains and Mayfield Road",City of Edinburgh,766,434,0.01,10,0.02,10,30,12,0,50,0.13,0,62,0.98,6.6,20,0.02,0.35,1.5,2.5,2.9,2.6,2.9,6.5,7,7.2,7.9,37,483,20,7,0.03,0.01
S01008594,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1135,692,0.03,35,0.03,20,45,91,162,47,0.13,0.02,69,0.94,5.7,24,0.02,0.14,1.4,2.2,2.5,2.6,2.9,6.3,6.1,6.4,7.1,28,247,71,17,0.07,0.02
S01008595,Prestonfield,City of Edinburgh,901,540,0.22,200,0.19,100,150,162,230,154,0.25,0.03,120,0.84,5.1,119,0,0.05,2.3,2.4,2.6,1.2,2.4,5,6.4,7,6.5,27,300,171,8,0.2,0.01
S01008596,Prestonfield,City of Edinburgh,862,594,0.17,145,0.13,75,120,148,624,121,0.18,0.08,111,0.83,4.9,123,0.01,0.04,2.5,1.5,3,1.5,2.7,5,4.8,7.1,7.3,17,197,181,9,0.21,0.01
S01008597,Prestonfield,City of Edinburgh,853,513,0.04,30,0.03,15,50,43,41,62,0.15,0,65,0.91,6.2,49,0.02,0.16,3.3,2,3.1,2.1,3.5,5.2,7.1,9.2,10,23,270,40,10,0.05,0.01
S01008598,Prestonfield,City of Edinburgh,774,565,0.06,50,0.05,25,65,87,32,68,0.12,0.04,58,0.8,5.5,41,0.01,0.19,2.5,0.8,2.7,2.2,3.2,5.8,2.7,7.5,7.8,12,155,185,17,0.23,0.02
S01008599,Newington and Dalkeith Road,City of Edinburgh,888,641,0.03,25,0.04,25,25,104,55,50,0.11,0.03,53,0.79,6.3,19,0.04,0.08,2.2,1.1,2.4,2.4,3.3,6.2,3.8,6.7,8.2,31,349,118,10,0.13,0.01
S01008600,Newington and Dalkeith Road,City of Edinburgh,1025,633,0.06,60,0.05,30,40,89,105,90,0.1,0,52,0.9,5.6,29,0.03,0.16,1.8,1.3,1.7,1.8,3.8,5.8,4.4,5.5,9.1,24,234,118,33,0.15,0.04
S01008601,Newington and Dalkeith Road,City of Edinburgh,2269,2137,0.01,30,0.01,25,45,69,109,66,0.08,0,51,0.89,5,53,0,0.04,2.6,1.7,1.7,1,3.3,4.8,6.7,7.4,10.6,32,141,262,15,0.35,0.02
S01008602,Newington and Dalkeith Road,City of Edinburgh,689,588,0.02,15,0.02,10,20,79,57,84,0.07,0.03,66,0.83,6.5,30,0,0.04,3.2,1.5,2.1,1,3.1,5.5,6.2,8.2,10,22,319,113,19,0.2,0.03
S01008603,Newington and Dalkeith Road,City of Edinburgh,1049,930,0.09,95,0.07,65,100,61,55,127,0.14,0,61,0.85,5.1,47,0.03,0.21,2.7,1,1.4,0.7,2.5,5.2,3.4,4.6,7.4,14,134,327,78,0.29,0.07
S01008604,The Grange,City of Edinburgh,980,779,0.03,30,0.04,30,40,33,92,83,0.09,0.07,42,0.85,6.4,24,0.01,0.05,0.9,1.8,1.2,2.4,3,5.6,6.5,3.7,9,25,255,127,13,0.15,0.02
S01008605,The Grange,City of Edinburgh,774,630,0.03,20,0.02,15,25,0,29,67,0.08,0.06,43,0.96,5.4,20,0,0.06,0.7,1.8,1.3,1.9,2.7,4.8,6.6,4.4,8.9,16,207,130,33,0.19,0.05
S01008606,The Grange,City of Edinburgh,773,480,0.02,15,0.03,15,35,13,38,50,0.11,0,64,0.98,6.1,9,0.03,0.15,1.3,2.3,2.1,3.1,3.5,5.7,8.2,6.7,9.8,23,298,56,6,0.07,0.01
S01008607,The Grange,City of Edinburgh,634,328,0.04,25,0.02,10,35,22,0,54,0.12,0,67,0.96,6.5,6,0,0.23,1.6,1.9,1.8,1.9,2.5,4.6,5.5,5.5,6.7,14,221,20,3,0.03,0
S01008608,The Grange,City of Edinburgh,731,414,0.03,20,0.02,10,45,7,0,126,0.13,0.09,53,0.96,6.6,12,0.02,0.19,2.6,2.1,1.3,2.9,2.4,4.5,6.2,4.1,6.5,18,246,42,9,0.06,0.01
S01008609,The Grange,City of Edinburgh,1032,510,0.05,50,0.03,15,50,22,77,134,0.17,0,57,0.93,6.3,13,0.02,0.2,3.6,2.9,1.3,4,3.2,5.5,8.9,4.5,9.2,21,204,46,17,0.05,0.02
S01008610,The Grange,City of Edinburgh,818,495,0.03,25,0.02,10,40,7,0,70,0.1,0.05,82,0.95,6.4,8,0.01,0.12,2.5,1,2.3,1.8,1.4,3.6,3.1,5.9,4.5,21,257,88,18,0.1,0.02
S01008611,Marchmont East and Sciennes,City of Edinburgh,1352,1168,0.02,30,0.02,20,30,13,17,67,0.09,0.04,35,0.95,6,23,0,0.23,1.7,1.6,1.4,1.1,2.3,4.3,5.7,4.7,9.2,21,155,216,77,0.19,0.07
S01008612,Marchmont East and Sciennes,City of Edinburgh,739,631,0.08,60,0.06,35,65,169,26,98,0.11,0.03,64,0.89,5.5,28,0.02,0.01,2.1,1.5,1.7,1.3,2.4,4.5,6,5.6,9.3,9,122,200,28,0.26,0.04
S01008613,Marchmont East and Sciennes,City of Edinburgh,768,541,0.03,25,0.03,15,35,55,64,85,0.13,0.12,50,0.9,5.9,26,0.02,0.06,2.2,1.5,1.9,0.9,1.7,3.8,5.3,6.2,6.4,20,261,133,25,0.17,0.03
S01008614,Marchmont East and Sciennes,City of Edinburgh,683,578,0.03,20,0.04,20,60,41,61,71,0.12,0,72,0.93,3.7,28,0.04,0.05,2.8,0.9,2.4,1.4,1.2,3.4,1.9,7.5,4.2,13,190,187,27,0.28,0.04
S01008615,Marchmont East and Sciennes,City of Edinburgh,888,716,0.02,20,0.03,20,35,86,27,99,0.11,0.11,64,0.93,6.5,17,0.02,0.12,2.8,1,2.5,1.2,1.1,3.3,2.8,7.4,3.7,9,101,204,33,0.24,0.04
S01008616,Marchmont East and Sciennes,City of Edinburgh,647,557,0.01,10,0.01,5,15,18,0,101,0.07,0,39,0.85,6.6,15,0,0.08,3,1.1,2.8,1.6,0.7,2.9,2.8,6,1.9,5,77,270,24,0.37,0.03
S01008617,Marchmont West,City of Edinburgh,779,655,0.01,5,0,5,25,15,0,68,0.08,0,50,0.9,6,9,0.01,0.16,2.6,1.3,2.9,1.6,1.1,2.3,4.3,7.3,3.5,11,141,235,6,0.28,0.01
S01008618,Marchmont West,City of Edinburgh,714,619,0.01,5,0.01,5,15,26,62,21,0.08,0,38,0.87,6.3,13,0.04,0.13,2.9,1.2,2.9,2,0.8,2.4,4,7.3,2.1,5,70,236,15,0.32,0.02
S01008619,Marchmont West,City of Edinburgh,522,443,0.03,15,0.02,10,30,23,0,100,0.08,0,53,0.91,5.7,21,0,0.01,2.3,1.5,2.9,1.6,1.6,2,4.8,10.1,5,0,0,128,10,0.25,0.02
S01008620,Marchmont West,City of Edinburgh,799,684,0.01,10,0.01,5,20,23,26,74,0.1,0.06,34,0.87,6.9,19,0,0.18,2.6,1.3,2.9,2,1.1,2.5,4.3,8.2,3.2,6,75,208,13,0.26,0.02
S01008621,Marchmont West,City of Edinburgh,776,667,0.01,10,0.01,10,15,24,59,66,0.08,0,33,0.96,6,7,0.01,0.09,2.3,0.8,2.6,1.6,1.4,2.3,2.3,8,4.7,4,52,183,23,0.24,0.03
S01008622,Marchmont West,City of Edinburgh,521,422,0.01,5,0.01,5,25,10,0,45,0.1,0,50,0.95,6.7,7,0,0.03,1.6,1.5,2.2,1.3,2.2,2.6,4.7,7.2,7.3,0,0,81,15,0.16,0.03
S01008623,Marchmont West,City of Edinburgh,942,702,0.01,10,0.01,5,10,12,27,33,0.09,0,49,0.95,6.6,27,0.02,0.07,2.2,1.8,2.7,1.2,2,2.8,5.6,8.5,6.7,13,138,205,6,0.24,0.01
S01008624,Morningside,City of Edinburgh,819,385,0.05,45,0.03,10,50,24,0,106,0.12,0,53,0.97,6.5,26,0,0.28,3,1.7,2.1,2.4,2,3.9,6.5,7.1,7.1,19,232,41,4,0.06,0.01
S01008625,Morningside,City of Edinburgh,570,340,0.03,15,0.04,15,40,114,0,84,0.12,0,44,0.99,6.1,11,0.02,0.4,3.1,2.3,2.3,3,2.9,6.1,7.6,7.9,9.9,27,474,15,7,0.03,0.01
S01008626,Morningside,City of Edinburgh,913,601,0.02,20,0.03,15,20,27,56,59,0.09,0,40,0.94,6.2,11,0.02,0.22,1.5,1.7,1.8,0.8,2.2,6,5.6,6.1,6.3,18,197,63,10,0.07,0.01
S01008627,Morningside,City of Edinburgh,793,450,0,0,0.01,5,35,47,42,114,0.13,0,47,0.94,6.3,5,0,0.32,2.9,1.5,1.6,2.2,2.4,5.8,5.2,5.9,6.4,25,315,15,6,0.02,0.01
S01008628,Morningside,City of Edinburgh,693,474,0.04,30,0.04,20,60,23,33,102,0.12,0,64,0.96,6.5,21,0.06,0.1,3.5,1.8,1.9,2.2,1.9,4.7,7,6.4,6,15,217,72,14,0.12,0.02
S01008629,Morningside,City of Edinburgh,592,397,0.05,30,0.05,20,50,17,0,93,0.12,0,55,0.98,5.1,23,0,0.08,3.6,1.1,1.9,0.8,1.6,4.1,4,6.2,5.2,9,152,71,18,0.12,0.03
S01008630,Morningside,City of Edinburgh,595,451,0.02,15,0.02,10,35,64,66,61,0.11,0.05,49,0.96,7,18,0.02,0.05,3.5,1.1,1.1,1.5,0.9,4.4,3,3.5,2.3,15,252,75,23,0.13,0.04
S01008631,Morningside,City of Edinburgh,863,707,0.05,40,0.06,45,55,52,106,89,0.11,0.06,55,0.93,6.5,21,0,0.11,3.2,1.2,0.8,2,0.9,4.8,3.4,2,2.3,14,162,161,48,0.2,0.06
S01008632,Merchiston and Greenhill,City of Edinburgh,915,717,0.07,65,0.12,90,105,124,21,161,0.1,0.05,95,0.89,6.4,110,0.14,0.09,3.9,1.5,1.9,2.3,1.7,4.6,4.6,5.8,4.7,54,590,101,39,0.14,0.05
S01008633,Merchiston and Greenhill,City of Edinburgh,1015,559,0.04,40,0.05,30,55,67,36,63,0.14,0,68,0.93,5.9,24,0.03,0.24,3.6,1.8,2.6,2,2.9,4.5,6.3,6.7,8.6,26,256,40,15,0.04,0.02
S01008634,Merchiston and Greenhill,City of Edinburgh,733,513,0.02,10,0.02,15,35,83,0,67,0.09,0.1,55,0.95,6.6,10,0.02,0.13,2.7,1.6,2,2.2,2.4,3.3,6.4,7.2,9.3,9,123,87,24,0.12,0.03
S01008635,Merchiston and Greenhill,City of Edinburgh,826,598,0.03,25,0.03,15,35,6,0,100,0.12,0.03,47,0.9,6.3,14,0,0.09,2.5,1.7,1.7,2,2.1,3.1,5.8,5.1,5.8,26,315,67,11,0.08,0.01
S01008636,Merchiston and Greenhill,City of Edinburgh,837,569,0.02,15,0.01,10,40,6,33,74,0.11,0,58,0.96,6,17,0,0.09,2.9,0.9,1.8,1.7,1.9,3.5,3,4.5,4.3,48,574,116,17,0.13,0.02
